species_traits_all,level,Class,Order,Family,Genus_1,Species_Species,DemersPelag,EnvTemp,DepthRangeDeep,trophic_level,Feeding_path,LMax,BodyShapeI,K,tm,DemersPelagLevel,EnvTempLevel,DepthRangeDeepLevel,trophic_levelLevel,Feeding_pathLevel,LMaxLevel,BodyShapeILevel,KLevel,tmLevel,
Epinephelus_aeneus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,aeneus,demersal,subtropical,200,4,benthic,120,fusiform,0.225999996,2.679324,species,species,species,species,species,species,species,species,species,
Epinephelus_coioides,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,coioides,reef_associated,subtropical,100,3.943396226,benthic,120,fusiform,0.166999996,3.639057,species,species,species,genus,species,species,species,species,species,
Epinephelus_itajara,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,itajara,reef_associated,subtropical,100,4.1,benthic,250,fusiform,0.13,4.3,species,species,species,species,species,species,species,species,species,
Epinephelus_marginatus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,marginatus,reef_associated,subtropical,300,4.4,benthic,150,fusiform,0.093000002,6.738061,species,species,species,species,species,species,species,species,species,
Epinephelus_morio,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,morio,reef_associated,subtropical,330,3.5,benthic,125,fusiform,0.112999998,5.663088,species,species,species,species,species,species,species,species,species,
Epinephelus_tauvina,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,tauvina,reef_associated,subtropical,300,4.1,benthic,100,fusiform,0.130999997,4.731096,species,species,species,species,species,species,species,species,species,
Esox_lucius,species,Actinopterygii,Esociformes,Esocidae,Esox,lucius,demersal,subtropical,30,4.1,benthic,137,elongate,0.068800002,8.229856,species,species,species,species,species,species,species,species,species,
Etrumeus_sadina,Species,Actinopterygii,Clupeiformes,Dussumieriidae,Etrumeus,sadina,pelagic_neritic,subtropical,125,3.56,pelagic,33,elongate,1.65,0.5,species,species,species,species,species,species,species,species,species,
Etrumeus_teres,species,Actinopterygii,Clupeiformes,Dussumieriidae,Etrumeus,teres,pelagic_neritic,subtropical,125,3.6,pelagic,33,elongate,1.65,0.5,species,species,species,species,species,species,species,species,species,
Etrumeus_whiteheadi,species,Actinopterygii,Clupeiformes,Dussumieriidae,Etrumeus,whiteheadi,pelagic_neritic,subtropical,200,3.4,pelagic,22,elongate,0.709999979,1.1,species,species,species,species,species,species,species,species,species,
Galeichthys_feliceps,species,Actinopterygii,Siluriformes,Ariidae,Galeichthys,feliceps,demersal,subtropical,120,3.8,benthic,55,fusiform,0.180000007,3.7,species,species,species,species,species,species,species,species,species,
Galeocerdo_cuvier,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Galeocerdo,cuvier,demersal,subtropical,800,4.5,pelagic,750,fusiform,0.184,2.911002,species,species,species,species,NA,species,species,species,species,
Galeoides_decadactylus,species,Actinopterygii,Perciformes,Polynemidae,Galeoides,decadactylus,demersal,subtropical,70,3.6,benthic,50,fusiform,0.439999998,1.548815,species,species,species,species,species,species,species,species,species,
Galeorhinus_galeus,species,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,demersal,subtropical,1100,4.3,benthic,193,elongate,0.123999998,4.787212,species,species,species,species,species,species,species,species,species,
Gasterochisma_melampus,species,Actinopterygii,Perciformes,Scombridae,Gasterochisma,melampus,pelagic_oceanic,subtropical,274,4.4,pelagic,164,fusiform,0.170000002,3.4,species,species,family,species,species,species,species,species,species,
Ginglymostoma_cirratum,species,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,cirratum,reef_associated,subtropical,130,4.2,benthic,430,elongate,0.140000001,3.7,species,species,species,species,species,species,species,species,species,
Gymnothorax_moringa,species,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,moringa,reef_associated,subtropical,200,4.5,benthic,200,elongate,0.06,9.3,species,species,species,species,species,species,species,species,species,
Haemulon_sciurus,species,Actinopterygii,Perciformes,Haemulidae,Haemulon,sciurus,reef_associated,subtropical,30,3.5,benthic,46,fusiform,0.300000012,2.322963,species,species,species,species,species,species,species,species,species,
Harengula,higher,Actinopterygii,Clupeiformes,Clupeidae,Harengula,NA,reef_associated,subtropical,43,3.3,pelagic,19.9000001,fusiform,0.812499985,0.981449975,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Harengula_humeralis,species,Actinopterygii,Clupeiformes,Clupeidae,Harengula,humeralis,reef_associated,subtropical,50,3.4,pelagic,22,fusiform,1.029999971,0.7613649,species,species,species,species,species,species,species,species,species,
Hemiramphus_brasiliensis,species,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,brasiliensis,reef_associated,subtropical,5,2.3,benthic,55,elongate,0.587000012,1.215584,species,species,species,species,species,species,species,species,species,
Heteropriacanthus_cruentatus,species,Actinopterygii,Perciformes,Priacanthidae,Heteropriacanthus,cruentatus,reef_associated,subtropical,300,3.6,benthic,50.7,fusiform,0.46,1.5,species,species,species,species,species,species,species,species,species,
Hexanchus_griseus,species,Elasmobranchii,Hexanchiformes,Hexanchidae,Hexanchus,griseus,pelagic_oceanic,subtropical,2500,4.5,pelagic,482,elongate,0.25,2.182209,species,species,species,species,species,species,species,family,family,
Holocentrus_adscensionis,species,Actinopterygii,Beryciformes,Holocentridae,Holocentrus,adscensionis,reef_associated,subtropical,180,3.1,benthic,61,fusiform,0.340000004,1.9,species,species,species,species,species,species,species,species,species,
Isacia_conceptionis,Species,Actinopterygii,Perciformes,Haemulidae,Isacia,conceptionis,demersal,subtropical,50,2.9,benthic,60,fusiform,0.19,3.5,species,species,species,species,species,species,species,species,species,
Istiompax_indica,species,Actinopterygii,Perciformes,Istiophoridae,Istiompax,indica,pelagic_oceanic,subtropical,915,4.5,pelagic,465,elongate,0.093999997,5.806665,species,species,species,species,species,species,species,species,species,
Istiophoridae,higher,Actinopterygii,Perciformes,Istiophoridae,NA,NA,pelagic_oceanic,subtropical,408.6363636,4.49,pelagic,341.4545455,elongate,0.327999997,2.395064891,family,family,family,family,NA,family,family,family,family,
Istiophorus,higher,Actinopterygii,Perciformes,Istiophoridae,Istiophorus,NA,pelagic_oceanic,subtropical,200,4.5,pelagic,331.5,elongate,0.151999995,3.775873,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Istiophorus_albicans,species,Actinopterygii,Perciformes,Istiophoridae,Istiophorus,albicans,pelagic_oceanic,subtropical,200,4.5,pelagic,315,elongate,0.158999994,3.573825,species,species,species,species,species,species,species,species,species,
Istiophorus_platypterus,species,Actinopterygii,Perciformes,Istiophoridae,Istiophorus,platypterus,pelagic_oceanic,subtropical,200,4.5,pelagic,348,elongate,0.144999996,3.977921,species,species,species,species,species,species,species,species,species,
Isurus,higher,Elasmobranchii,Lamniformes,Lamnidae,Isurus,NA,pelagic_oceanic,subtropical,750,4.5,pelagic,408.5,fusiform,0.084499998,6.7713375,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Isurus_oxyrinchus,species,Elasmobranchii,Lamniformes,Lamnidae,Isurus,oxyrinchus,pelagic_oceanic,subtropical,740,4.5,pelagic,400,fusiform,0.108999997,4.942675,species,species,species,species,species,species,species,species,species,
Isurus_paucus,species,Elasmobranchii,Lamniformes,Lamnidae,Isurus,paucus,pelagic_oceanic,subtropical,760,4.5,pelagic,417,fusiform,0.059999999,8.6,species,species,species,species,species,species,species,species,species,
Kajikia_albida,species,Actinopterygii,Perciformes,Istiophoridae,Kajikia,albida,pelagic_oceanic,subtropical,150,4.5,pelagic,300,elongate,0.579999983,0.9324328,species,species,species,species,species,species,species,species,species,
Kajikia_audax,species,Actinopterygii,Perciformes,Istiophoridae,Kajikia,audax,pelagic_oceanic,subtropical,200,4.5,pelagic,420,elongate,0.439999998,1.256264,species,species,species,species,species,species,species,species,species,
Konosirus_punctatus,species,Actinopterygii,Clupeiformes,Clupeidae,Konosirus,punctatus,pelagic_neritic,subtropical,117.7611148,2.9,pelagic,32,fusiform,0.26,16.4,species,species,species,species,species,species,species,species,species,
Kyphosus_sectatrix,species,Actinopterygii,Perciformes,Kyphosidae,Kyphosus,sectatrix,reef_associated,subtropical,30,3.066666667,benthic,76,fusiform,0.150000006,4.2,species,species,species,genus,species,species,species,species,species,
Lagocepahlus_lagocephalus,species,Actinopterygii,Tetraodontiformes,Tetraodontidae,Lagocepahlus,lagocephalus,demersal,subtropical,476,3.7,benthic,61,short_deep,0.29,2.3,species,species,species,species,species,species,species,species,species,
Lagocephalus_laevigatus,species,Actinopterygii,Tetraodontiformes,Tetraodontidae,Lagocephalus,laevigatus,pelagic_neritic,subtropical,180,4,benthic,100,short_deep,0.180000007,3.4,species,species,species,species,species,species,species,species,species,
Lamnidae,higher,Elasmobranchii,Lamniformes,Lamnidae,NA,NA,pelagic_oceanic,subtropical,813,4.514,pelagic,402.6,fusiform,0.1034,6.559765,family,family,family,family,NA,family,family,family,family,
Larimichthys_polyactis,species,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,polyactis,demersal,subtropical,120,3.6,benthic,40,fusiform,0.439999998,1.660069,species,species,species,species,species,species,species,species,species,
Leiostomus_xanthurus,species,Actinopterygii,Perciformes,Sciaenidae,Leiostomus,xanthurus,demersal,subtropical,60,3.2,benthic,36,fusiform,0.43,1.7,species,species,species,species,species,species,species,species,species,
Lichia_amia,species,Actinopterygii,Perciformes,Carangidae,Lichia,amia,pelagic_neritic,subtropical,50,4.5,pelagic,200,fusiform,0.109999999,5.1,species,species,species,species,species,species,species,species,species,
Lithognathus_mormyrus,species,Actinopterygii,Perciformes,Sparidae,Lithognathus,mormyrus,demersal,subtropical,150,3.4,benthic,55,fusiform,0.239999995,2.920385,species,species,species,species,species,species,species,species,species,
Liza_klunzingeri,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,klunzingeri,demersal,subtropical,10,2.609090909,pelagic,20,fusiform,0.460000008,1.616324,species,species,genus,genus,species,species,species,species,species,
Liza_saliens,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,saliens,demersal,subtropical,10,2.9,benthic,40,fusiform,0.200000003,3.502791,species,species,genus,species,species,species,species,species,species,
Lobotes_surinamensis,species,Actinopterygii,Perciformes,Lobotidae,Lobotes,surinamensis,demersal,subtropical,70,4,benthic,110,short_deep,0.680000007,0.9582431,species,species,species,species,species,species,species,species,species,
Lutjanus_apodus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,apodus,reef_associated,subtropical,63,4.2,benthic,67.19999695,fusiform,0.349999994,2.023374,species,species,species,species,species,species,species,species,species,
Lutjanus_argentimaculatus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,argentimaculatus,reef_associated,subtropical,120,3.6,benthic,40,fusiform,0.187000006,3.222996,species,species,species,species,species,species,species,species,species,
Lutjanus_campechanus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,campechanus,reef_associated,subtropical,190,4,benthic,100,fusiform,0.159999996,3.856882,species,species,species,species,species,species,species,species,species,
Lutjanus_griseus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,griseus,reef_associated,subtropical,180,4.2,benthic,89,fusiform,0.239999995,2.780813,species,species,species,species,species,species,species,species,species,
Lutjanus_jocu,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Jocu,reef_associated,subtropical,40,4.4,benthic,128,fusiform,0.1,6.2,species,species,species,species,species,species,species,species,species,
Lutjanus_synagris,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,synagris,reef_associated,subtropical,400,3.8,benthic,60,fusiform,0.246999994,2.745616,species,species,species,species,species,species,species,species,species,
Lutjanus_vivanus,species,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,vivanus,reef_associated,subtropical,242,3.1,benthic,83,fusiform,0.090000004,7.023026,species,species,species,species,species,species,species,species,species,
Macrodon_ancylodon,species,Actinopterygii,Perciformes,Sciaenidae,Macrodon,ancylodon,demersal,subtropical,60,3.9,benthic,45,fusiform,0.270000011,2.555557,species,species,species,species,species,species,species,species,species,
Macroramphosus_scolopax,species,Actinopterygii,Syngnathiformes,Centriscidae,Macroramphosus,scolopax,demersal,subtropical,600,3.5,benthic,20,short_deep,0.462000012,1.675026,species,species,species,species,species,species,species,species,species,
Macruronus_magellanicus,species,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,magellanicus,demersal,subtropical,500,3.9,pelagic,115,elongate,0.086999997,6.645092,species,species,species,species,species,species,species,species,species,
Macruronus_novaezelandiae,species,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,demersal,subtropical,1000,4.5,pelagic,120,elongate,0.140000001,4.291893,species,species,species,species,species,species,species,species,species,
Makaira,higher,Actinopterygii,Perciformes,Istiophoridae,Makaira,NA,pelagic_oceanic,subtropical,200,4.5,pelagic,500,elongate,0.219999999,2.849303,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Makaira_nigricans,species,Actinopterygii,Perciformes,Istiophoridae,Makaira,nigricans,pelagic_oceanic,subtropical,200,4.5,pelagic,500,elongate,0.324000001,1.640294,species,species,species,species,species,species,species,species,species,
Megalops_atlanticus,species,Actinopterygii,Elopiformes,Megalopidae,Megalops,atlanticus,reef_associated,subtropical,30,4.5,benthic,250,fusiform,0.103,5.594767,species,species,species,species,species,species,species,species,species,
Menticirrhus_americanus,species,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,americanus,demersal,subtropical,40,3.5,benthic,70,fusiform,0.637000024,1.142547,species,species,species,species,species,species,species,species,species,
Merluccius_australis,species,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,australis,demersal,subtropical,1000,4.4,pelagic,155,elongate,0.312999994,2.04339,species,species,species,species,species,species,species,species,species,
Micropogonias,higher,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,NA,demersal,subtropical,54,3.55,benthic,57,fusiform,0.363166663,2.375836333,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Micropogonias_furnieri,species,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,furnieri,demersal,subtropical,60,3.1,benthic,60,fusiform,0.5,1.411942,species,species,species,species,species,species,species,species,species,
Micropogonias_undulatus,species,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,undulatus,demersal,subtropical,100,4,benthic,55,fusiform,0.349999994,2.000454,species,species,species,species,species,species,species,species,species,
Mobula_mobular,species,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,mobular,pelagic_neritic,subtropical,48.33333333,3.7,pelagic,520,flat,0.219999999,2.3,species,species,genus,species,species,species,species,species,species,
Mugil_cephalus,species,Actinopterygii,Mugiliformes,Mugilidae,Mugil,cephalus,demersal,subtropical,120,2.5,benthic,100,fusiform,0.230000004,2.869968,species,species,species,species,species,species,species,species,species,
Mugil_curema,species,Actinopterygii,Mugiliformes,Mugilidae,Mugil,curema,reef_associated,subtropical,30,2.45,benthic,90,fusiform,0.135000005,4.849241,species,species,species,genus,species,species,species,species,species,
Mugil_liza,species,Actinopterygii,Mugiliformes,Mugilidae,Mugil,liza,demersal,subtropical,51.66666667,2.45,benthic,80,fusiform,0.239999995,2.663402,species,species,genus,genus,species,species,species,species,species,
Mulloidichthys_martinicus,species,Actinopterygii,Perciformes,Mullidae,Mulloidichthys,martinicus,reef_associated,subtropical,49,3.2,benthic,39.40000153,fusiform,0.370000005,1.9,species,species,species,species,species,species,species,species,species,
Mullus,higher,Actinopterygii,Perciformes,Mullidae,Mullus,NA,demersal,subtropical,248,3.3,benthic,30.56666679,fusiform,0.389849996,2.1110305,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Mullus_barbatus_barbatus,Species,Actinopterygii,Perciformes,Mullidae,Mullus,barbatus barbatus,demersal,subtropical,328,3.14,benthic,33.2,fusiform,0.44,1.7,species,species,species,species,species,species,species,species,species,
Mullus_surmuletus,species,Actinopterygii,Perciformes,Mullidae,Mullus,surmuletus,demersal,subtropical,409,3.4,benthic,40,fusiform,0.237599999,3.019222,species,species,species,species,species,species,species,species,species,
Muraenesocidae,Higher,Actinopterygii,Perciformes,Muraenesocidae,NA,NA,demersal,subtropical,800,4.4,benthic,220,elongate,0.36,1.6,family,family,family,family,family,family,family,family,family,
Muraenesox_cinereus,species,Actinopterygii,Anguilliformes,Muraenesocidae,Muraenesox,cinereus,demersal,subtropical,800,4.4,benthic,220,elongate,0.36,1.6,species,species,species,species,species,species,species,NA,NA,
Mustelus_lenticulatus,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,lenticulatus,demersal,subtropical,860,3.5,benthic,144,elongate,0.109999999,5.266278,species,species,species,species,species,species,species,species,species,
Mustelus_schmitti,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,schmitti,demersal,subtropical,195,3.6,benthic,92,elongate,0.230000004,2.667772,species,species,species,species,species,species,species,species,species,
Mycteroperca,higher,Actinopterygii,Perciformes,Serranidae,Mycteroperca,NA,reef_associated,subtropical,105.6666667,4.263636364,benthic,117.6,fusiform,0.127693332,5.597930733,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Mycteroperca_acutirostris,species,Actinopterygii,Perciformes,Serranidae,Mycteroperca,acutirostris,reef_associated,subtropical,40,3.4,pelagic,48.6,fusiform,0.140000001,4.5,species,species,species,species,species,species,species,species,species,
Mycteroperca_microlepis,species,Actinopterygii,Perciformes,Serranidae,Mycteroperca,microlepis,reef_associated,subtropical,160,3.7,benthic,145,fusiform,0.17,3.6,species,species,species,species,species,species,species,species,species,
Mycteroperca_rubra,species,Actinopterygii,Perciformes,Serranidae,Mycteroperca,rubra,demersal,subtropical,200,4.1,benthic,144,fusiform,0.328999996,2.025363,species,species,species,species,species,species,species,species,species,
Negaprion_brevirostris,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,brevirostris,reef_associated,subtropical,92,4.3,benthic,340,fusiform,0.04,13.7,species,species,species,species,species,species,species,species,species,
Nemadactylus,Higher,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus,NA,demersal,subtropical,277.5,3.2,benthic,38.47999954,fusiform,0.180000007,3.9,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Nemadactylus_bergi,species,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus,bergi,demersal,subtropical,277.5,3.2,benthic,39.47999954,fusiform,0.180000007,3.9,species,species,genus,species,species,species,species,species,species,
Netuma_thalassina,species,Actinopterygii,Siluriformes,Ariidae,Netuma,thalassina,demersal,subtropical,195,3.5,benthic,185,fusiform,0.064000003,10.24356,species,species,species,species,species,species,species,species,species,
Notophycis_marginata,species,Actinopterygii,Gadiformes,Moridae,Notophycis,marginata,demersal,subtropical,1200,3.925,benthic,34,elongate,0.25,3,species,species,species,family,species,species,species,species,species,
Oblada_melanura,species,Actinopterygii,Perciformes,Sparidae,Oblada,melanura,demersal,subtropical,30,3.4,pelagic,34,fusiform,0.300000012,2.367911,species,species,species,species,species,species,species,species,species,
Ocyurus_chrysurus,species,Actinopterygii,Perciformes,Lutjanidae,Ocyurus,chrysurus,reef_associated,subtropical,180,4,benthic,86.30000305,fusiform,0.100000001,6.315537,species,species,species,species,species,species,species,species,species,
Odax_pullus,species,Actinopterygii,Perciformes,Odacidae,Odax,pullus,demersal,subtropical,16,2.06,benthic,40,fusiform,0.51,1.4,species,species,genus,species,species,species,species,species,species,
Oncorhynchus_gorbuscha,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,demersal,subtropical,250,4.5,pelagic,76,fusiform,0.33,2,species,species,species,species,species,species,species,species,species,
Oncorhynchus_mykiss,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,demersal,subtropical,200,4.1,pelagic,122,fusiform,0.698000014,0.9337703,species,species,species,species,species,species,species,species,species,
Pagellus,higher,Actinopterygii,Perciformes,Sparidae,Pagellus,NA,demersal,subtropical,335.7142857,3.68,benthic,49.28571429,fusiform,0.197571427,3.59647,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Pagellus_acarne,species,Actinopterygii,Perciformes,Sparidae,Pagellus,acarne,demersal,subtropical,500,3.8,benthic,36,fusiform,0.209999993,3.371978,species,species,species,species,species,species,species,species,species,
Pagellus_bellottii,species,Actinopterygii,Perciformes,Sparidae,Pagellus,bellottii,demersal,subtropical,250,3.6,benthic,42,fusiform,0.180000007,3.865483,species,species,species,species,species,species,species,species,species,
Pagellus_erythrinus,species,Actinopterygii,Perciformes,Sparidae,Pagellus,erythrinus,demersal,subtropical,300,3.5,benthic,60,fusiform,0.238999993,3.004809,species,species,species,species,species,species,species,species,species,
Pagrus,higher,Actinopterygii,Perciformes,Sparidae,Pagrus,NA,demersal,subtropical,203.3333333,3.8,benthic,94.33333333,short_deep,0.125166668,5.774740333,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Pagrus_auratus,species,Actinopterygii,Perciformes,Sparidae,Pagrus,auratus,reef_associated,subtropical,200,3.6,benthic,130,short_deep,0.071000002,8.807629,species,species,species,species,species,species,species,species,species,
Pagrus_auriga,species,Actinopterygii,Perciformes,Sparidae,Pagrus,auriga,demersal,subtropical,170,3.8,benthic,80,short_deep,0.090000004,7,species,species,species,species,species,species,species,species,species,
Pagrus_caeruleostictus,species,Actinopterygii,Perciformes,Sparidae,Pagrus,caeruleostictus,demersal,subtropical,200,3.7,benthic,19,short_deep,0.206,3.15865,species,species,species,species,species,species,species,species,species,
Pagrus_pagrus,species,Actinopterygii,Perciformes,Sparidae,Pagrus,pagrus,demersal,subtropical,250,3.9,benthic,91,fusiform,0.096000001,6.307899,species,species,species,species,species,species,species,species,species,
Pampus_argenteus,species,Actinopterygii,Perciformes,Stromateidae,Pampus,argenteus,demersal,subtropical,110,3.3,pelagic,60,short_deep,0.449999988,1.631748,species,species,species,species,species,species,species,species,species,
Pampus_punctatissimus,species,Actinopterygii,Perciformes,Stromateidae,Pampus,punctatissimus,demersal,subtropical,110,3.45,pelagic,60,short_deep,0.709999979,1.1,species,species,genus,genus,species,species,species,species,species,
Paralichthys_patagonicus,species,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,patagonicus,demersal,subtropical,200,3.9,benthic,44,flat,0.180000007,3.514558,species,species,species,species,species,species,species,species,species,
Parapristipoma_octolineatum,species,Actinopterygii,Perciformes,Haemulidae,Parapristipoma,octolineatum,demersal,subtropical,60,3.6,benthic,50,fusiform,0.180000007,3.7,species,species,species,species,species,species,species,species,species,
Parona_signata,species,Actinopterygii,Perciformes,Carangidae,Parona,signata,demersal,subtropical,115,3.4,pelagic,60,fusiform,0.330000013,2,species,species,species,species,species,species,species,species,species,
Pegusa_lascaris,species,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa,lascaris,demersal,subtropical,350,3.3,benthic,60,flat,0.467000008,1.583764,species,species,species,species,species,species,species,species,species,
Pelates_quadrilineatus,species,Actinopterygii,Perciformes,Terapontidae,Pelates,quadrilineatus,reef_associated,subtropical,130,3.5,benthic,30,fusiform,0.430000007,1.7,species,species,family,species,species,species,species,species,species,
Peprilus,higher,Actinopterygii,Perciformes,Stromateidae,Peprilus,NA,demersal,subtropical,196.4,4.133333333,pelagic,26.85714286,short_deep,0.914285719,0.941045729,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Peprilus_paru,species,Actinopterygii,Perciformes,Stromateidae,Peprilus,paru,demersal,subtropical,136,4.5,pelagic,30,short_deep,0.98,0.7,species,species,species,species,species,species,species,species,species,
Percophis_brasiliensis,species,Actinopterygii,Perciformes,Percophidae,Percophis,brasiliensis,demersal,subtropical,153.5,4.2,benthic,53.3,elongate,0.26,2.6,species,species,species,species,species,species,species,species,species,
Phycis_phycis,species,Actinopterygii,Gadiformes,Phycidae,Phycis,phycis,demersal,subtropical,614,4.2,benthic,65,fusiform,0.239999995,2.762026,species,species,species,species,species,species,species,species,species,
Platycephalus_indicus,species,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus,indicus,reef_associated,subtropical,200,3.6,benthic,100,elongate,0.360000014,1.823628,species,species,species,species,species,species,species,species,species,
Plectorhinchus_mediterraneus,species,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,mediterraneus,demersal,subtropical,180,3.5,,80,fusiform,0.18,3.6,species,species,species,species,species,species,species,species,species,
Pogonias_cromis,species,Actinopterygii,Perciformes,Sciaenidae,Pogonias,cromis,demersal,subtropical,98.53333333,3.9,benthic,170,fusiform,0.200000003,2.893073,species,species,family,species,species,species,species,species,species,
Polyprion_oxygeneios,species,Actinopterygii,Perciformes,Polyprionidae,Polyprion,oxygeneios,demersal,subtropical,854,4.45,benthic,160,fusiform,0.23,2.7,species,species,species,species,species,species,species,species,species,
Pomatomus_saltatrix,species,Actinopterygii,Perciformes,Pomatomidae,Pomatomus,saltatrix,pelagic_oceanic,subtropical,200,4.5,pelagic,130,fusiform,0.135000005,4.285416,species,species,species,species,species,species,species,species,species,
Porichthys_porosissimus,species,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,porosissimus,demersal,subtropical,200,3.7,pelagic,32,elongate,0.284999996,2.534454,species,species,species,species,species,species,species,species,species,
Prionace_glauca,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,glauca,pelagic_oceanic,subtropical,1000,4.4,pelagic,400,fusiform,0.100000001,5.239804,species,species,species,species,species,species,species,species,species,
Prionotus_nudigula,species,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus,nudigula,demersal,subtropical,200,4.2,benthic,100,fusiform,0.129999995,5.287427,species,species,species,species,species,species,species,species,species,
Prionotus_stephanophrys,species,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus,stephanophrys,demersal,subtropical,110,3.5,benthic,43,fusiform,0.173999995,4.108483,species,species,species,species,species,species,species,species,species,
Psammobatis_normani,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Psammobatis,normani,demersal,subtropical,121,3.913333333,benthic,90,flat,0.239999995,5.4,species,species,species,family,species,species,species,species,species,
Psammobatis_scobina,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Psammobatis,scobina,demersal,subtropical,450,3.913333333,benthic,108.148718,flat,0.239999995,5.4,species,species,species,family,species,family,species,species,species,
Pseudopercis_semifasciata,species,Actinopterygii,Perciformes,Pinguipedidae,Pseudopercis,semifasciata,demersal,subtropical,100,3.9,benthic,105,fusiform,0.100000001,6.1,species,species,species,species,species,species,species,species,species,
Pseudophycis_bachus,species,Actinopterygii,Gadiformes,Moridae,Pseudophycis,bachus,demersal,subtropical,700,4.5,benthic,38.09,fusiform,0.418000013,1.553669,species,species,species,species,species,species,species,species,species,
Pterogymnus_laniarius,species,Actinopterygii,Perciformes,Sparidae,Pterogymnus,laniarius,demersal,subtropical,150,3.6,benthic,45,fusiform,0.180000007,3.812919,species,species,species,species,species,species,species,species,species,
Rachycentridae,higher,Actinopterygii,Perciformes,Rachycentridae,NA,NA,reef_associated,subtropical,1200,3.96,benthic,200,elongate,0.432000011,1.400967,family,family,family,NA,NA,family,family,family,family,
Rachycentron_canadum,species,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,canadum,reef_associated,subtropical,1200,3.96,benthic,200,elongate,0.432000011,1.400967,species,species,species,species,species,species,species,species,species,
Raja_clavata,species,Elasmobranchii,Rajiformes,Rajidae,Raja,clavata,demersal,subtropical,577,3.8,benthic,105,flat,0.100000001,5.940837,species,species,species,species,species,species,species,species,species,
Raja_miraletus,species,Elasmobranchii,Rajiformes,Rajidae,Raja,miraletus,demersal,subtropical,462,3.8,benthic,63,flat,0.193000004,3.312731,species,species,species,species,species,species,species,species,species,
Rhizoprionodon_terraenovae,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,demersal,subtropical,280,4.4,benthic,150,fusiform,0.49000001,1.316123,species,species,species,species,species,species,species,species,species,
